"Date","Price","Open","High","Low","Change %"
"08-07-2024","6.907","7.015","7.015","6.907","-0.17%"
"05-07-2024","6.919","6.953","6.953","6.919","0.06%"
"04-07-2024","6.915","6.962","6.962","6.915","-0.40%"
"03-07-2024","6.943","6.968","6.968","6.943","-0.19%"
"02-07-2024","6.956","6.956","6.956","6.956","0.04%"
"01-07-2024","6.953","6.958","6.958","6.953","0.25%"
"28-06-2024","6.936","6.987","6.987","6.936","-0.20%"
"27-06-2024","6.950","6.973","6.973","6.950","-0.14%"
"26-06-2024","6.960","6.979","6.979","6.957","-0.04%"
"25-06-2024","6.963","6.985","6.985","6.952","0.37%"
"24-06-2024","6.937","6.992","6.992","6.937","-0.22%"
"21-06-2024","6.952","6.998","6.998","6.952","0.10%"
"20-06-2024","6.945","7.005","7.005","6.945","-0.46%"
"19-06-2024","6.977","6.990","6.995","6.971","-0.09%"
"18-06-2024","6.983","7.007","7.007","6.982","-0.03%"
"14-06-2024","6.985","7.002","7.002","6.985","0.32%"
"13-06-2024","6.963","7.005","7.005","6.963","-0.70%"
"12-06-2024","7.012","7.021","7.021","6.986","0.11%"
"11-06-2024","7.004","7.005","7.037","7.004","0.06%"
"10-06-2024","7.000","7.011","7.011","7.000","-0.67%"
"07-06-2024","7.047","7.029","7.058","7.006","0.66%"
"06-06-2024","7.001","7.043","7.043","7.001","-0.82%"
"05-06-2024","7.059","7.054","7.059","7.017","0.66%"
"04-06-2024","7.013","7.013","7.013","7.013","0.79%"
"03-06-2024","6.958","7.017","7.017","6.958","0.27%"
"31-05-2024","6.939","7.023","7.023","6.939","-1.17%"
"30-05-2024","7.021","7.059","7.059","7.021","-0.17%"
"29-05-2024","7.033","7.039","7.039","7.033","0.17%"
"28-05-2024","7.021","7.034","7.034","7.021","0.46%"
"27-05-2024","6.989","7.009","7.009","6.989","-0.26%"
"24-05-2024","7.007","7.004","7.007","7.004","-0.19%"
"22-05-2024","7.020","7.050","7.060","7.020","-0.04%"
"21-05-2024","7.023","7.101","7.101","7.023","-0.61%"
"17-05-2024","7.066","7.071","7.071","7.066","0.06%"
"16-05-2024","7.062","7.046","7.062","7.046","0.99%"
"15-05-2024","6.993","7.081","7.081","6.993","-1.05%"
"14-05-2024","7.067","7.086","7.086","7.062","0.04%"
"13-05-2024","7.064","7.081","7.081","7.062","-0.03%"
"10-05-2024","7.066","7.077","7.096","7.066","0.45%"
"09-05-2024","7.034","7.082","7.082","7.034","-0.51%"
"08-05-2024","7.070","7.077","7.077","7.070","-0.07%"
"07-05-2024","7.075","7.060","7.075","7.053","0.31%"
"06-05-2024","7.053","7.077","7.077","7.048","-0.03%"
"03-05-2024","7.055","7.099","7.099","7.055","0.09%"
"02-05-2024","7.049","7.107","7.107","7.049","-0.14%"
"30-04-2024","7.059","7.074","7.150","7.054","0.10%"
"29-04-2024","7.052","7.064","7.064","7.052","0.00%"
"26-04-2024","7.052","7.052","7.052","7.052","-0.33%"
"25-04-2024","7.075","7.075","7.075","7.075","0.35%"
"24-04-2024","7.050","7.051","7.080","7.050","-0.52%"
"23-04-2024","7.087","7.075","7.087","7.075","0.23%"
"22-04-2024","7.071","7.070","7.071","7.070","0.57%"
"19-04-2024","7.031","7.150","7.150","7.031","-0.03%"
"18-04-2024","7.033","7.044","7.071","7.033","0.17%"
"16-04-2024","7.021","7.067","7.067","7.021","0.44%"
"15-04-2024","6.990","7.049","7.049","6.990","-0.26%"
"12-04-2024","7.008","7.008","7.008","7.008","0.33%"
"10-04-2024","6.985","7.105","7.105","6.985","-0.51%"
"08-04-2024","7.021","7.096","7.148","7.021","-0.17%"
"05-04-2024","7.033","7.051","7.051","7.033","0.19%"
"04-04-2024","7.020","7.057","7.057","7.020","-0.23%"
"03-04-2024","7.036","7.053","7.071","7.036","1.37%"
"02-04-2024","6.941","7.066","7.066","6.941","-0.49%"
"28-03-2024","6.975","7.107","7.152","6.975","-1.61%"
"27-03-2024","7.089","7.109","7.116","7.089","-0.25%"
"26-03-2024","7.107","7.148","7.148","7.103","0.11%"
"22-03-2024","7.099","7.126","7.126","7.090","0.21%"
"21-03-2024","7.084","7.127","7.127","7.083","-0.53%"
"20-03-2024","7.122","7.131","7.131","7.111","0.06%"
"19-03-2024","7.118","7.135","7.144","7.114","0.21%"
"18-03-2024","7.103","7.120","7.120","7.103","-0.32%"
"15-03-2024","7.126","7.101","7.126","7.101","0.65%"
"14-03-2024","7.080","7.089","7.089","7.072","0.51%"
"13-03-2024","7.044","7.076","7.085","7.044","0.47%"
"12-03-2024","7.011","7.055","7.055","7.011","-0.23%"
"11-03-2024","7.027","7.081","7.081","7.027","-0.18%"
"07-03-2024","7.040","7.060","7.060","7.040","0.09%"
"06-03-2024","7.034","7.049","7.057","7.034","-0.04%"
"05-03-2024","7.037","7.062","7.062","7.037","-0.06%"
"04-03-2024","7.041","7.041","7.100","7.041","0.44%"
"01-03-2024","7.010","7.010","7.010","7.010","-0.38%"
"29-02-2024","7.037","7.068","7.068","7.037","0.09%"
"28-02-2024","7.031","7.060","7.060","7.031","0.00%"
"27-02-2024","7.031","7.223","7.223","7.031","0.19%"
"26-02-2024","7.018","7.136","7.136","7.018","-0.33%"
"23-02-2024","7.041","7.132","7.132","7.041","0.36%"
"22-02-2024","7.016","7.079","7.079","7.016","0.88%"
"21-02-2024","6.955","7.075","7.075","6.955","-1.08%"
"20-02-2024","7.031","7.113","7.113","7.031","-0.92%"
"16-02-2024","7.096","7.084","7.101","7.084","0.31%"
"15-02-2024","7.074","7.094","7.094","7.074","-0.39%"
"14-02-2024","7.102","7.188","7.188","7.102","0.34%"
"13-02-2024","7.078","7.111","7.111","7.062","0.21%"
"12-02-2024","7.063","7.103","7.103","7.042","0.23%"
"09-02-2024","7.047","7.111","7.111","7.047","0.26%"
"08-02-2024","7.029","7.068","7.068","7.020","-0.04%"
"07-02-2024","7.032","7.041","7.041","7.025","0.77%"
"06-02-2024","6.978","6.997","7.005","6.978","-0.47%"
"05-02-2024","7.011","7.018","7.018","7.011","0.33%"
"02-02-2024","6.988","7.014","7.014","6.988","-0.40%"
"01-02-2024","7.016","7.051","7.051","7.016","-1.13%"
"31-01-2024","7.096","7.110","7.110","7.096","0.31%"
"30-01-2024","7.074","7.150","7.150","7.074","-0.10%"
"29-01-2024","7.081","7.159","7.159","7.081","-0.13%"
"25-01-2024","7.090","7.104","7.104","7.071","-0.28%"
"24-01-2024","7.110","7.114","7.189","7.110","0.28%"
"23-01-2024","7.090","7.103","7.103","7.090","0.28%"
"19-01-2024","7.070","7.156","7.156","7.070","-0.37%"
"18-01-2024","7.096","7.155","7.155","7.096","-0.07%"
"17-01-2024","7.101","7.101","7.101","7.080","0.58%"
"16-01-2024","7.060","7.101","7.133","7.059","-0.41%"
"15-01-2024","7.089","7.116","7.122","7.089","0.03%"
"12-01-2024","7.087","7.100","7.152","7.087","0.03%"
"11-01-2024","7.085","7.108","7.108","7.085","-0.39%"
"10-01-2024","7.113","7.096","7.138","7.086","0.25%"
"09-01-2024","7.095","7.111","7.111","7.095","-0.80%"
"08-01-2024","7.152","7.126","7.152","7.112","-0.15%"
"05-01-2024","7.163","7.130","7.163","7.125","0.07%"
"04-01-2024","7.158","7.142","7.158","7.112","0.00%"
"03-01-2024","7.158","7.108","7.158","7.108","0.90%"
"02-01-2024","7.094","7.141","7.141","7.094","-0.21%"
"01-01-2024","7.109","7.109","7.109","7.109","-0.01%"
